"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","약국영업면적","지정일자"
"3000000","PHMD119733000034084000001","20030102","","01","영업/정상","13","영업중","","","","","02-736-0806","","","서울특별시 종로구 옥인동 19-33","서울특별시 종로구 자하문로 63 (옥인동)","03035","종로프라자약국","20130321170008","I","2018-08-31 23:59:59.0","","197331.05502294     ","453256.667445308    ","약국","20030102"
"3000000","PHMD119733000034084000002","20080801","20110103","03","폐업","03","폐업","20110103","","","","02-766-9000","","","서울특별시 종로구 명륜4가 98-1","","","메디칼서울약국","20110103151414","I","2018-08-31 23:59:59.0","","","","약국","20080801"
"3000000","PHMD119743000034084000001","19790217","20131017","03","폐업","03","폐업","20131017","","","","02-2238-7102","","","서울특별시 종로구 창신동 400-4","서울특별시 종로구 청계천로 345 (창신동)","110841","청계약국","20131017152258","I","2018-08-31 23:59:59.0","","201452.97033909     ","452034.162854757    ","약국","19790217"
"3000000","PHMD119743000034084000002","20050418","20081124","03","폐업","03","폐업","20081031","","","","02-745-0731","","","서울특별시 종로구 숭인동 81-15","","","단골약국","20081124155959","I","2018-08-31 23:59:59.0","","","","약국","20050418"
"3000000","PHMD119753000034084000001","19970501","20150102","03","폐업","03","폐업","20150102","","","","02-733-4774","","110776","서울특별시 종로구 경운동 192번지 35호 운현궁SK허브 101동 113114호","서울특별시 종로구 삼일대로 461 101동 113114호 (경운동)","110776","남영약국","20150102095011","I","2018-08-31 23:59:59.0","","198658.943470079    ","452604.254902527    ","약국","19970501"
"3000000","PHMD119753000034084000002","19750415","","03","폐업","03","폐업","20200724","","","","02-2279-9230","","110420","서울특별시 종로구 관수동 17번지 1호","서울특별시 종로구 수표로 92 (관수동)","03192","삼보약국","20200724174850","U","2019-12-06 22:06:00.0","","199015.39293845","451900.876514167","",""
"3000000","PHMD119753000034084000003","19750723","20110630","03","폐업","03","폐업","20110630","","","","02-763-1276","","","서울특별시 종로구 계동 82-1","","","계동약국","20110630174507","I","2018-08-31 23:59:59.0","","","","약국","19750723"
"3000000","PHMD119753000034084000004","20060313","20130311","03","폐업","03","폐업","20130311","","","","02-730-6832","","","서울특별시 종로구 교북동 82번지 2층","","","종로성심약국","20130311102108","I","2018-08-31 23:59:59.0","","","","약국","20060313"
"3000000","PHMD119763000034084000001","20070102","","01","영업/정상","13","영업중","","","","","02-747-1139","","","서울특별시 종로구 연건동 198-2","서울특별시 종로구 율곡로 204 (연건동)","03127","희망약국","20130325111834","I","2018-08-31 23:59:59.0","","200064.606756121    ","452621.221821863    ","약국","20070102"
"3000000","PHMD119763000034084000002","20000612","","01","영업/정상","13","영업중","","","","","02-737-4855","","110110","서울특별시 종로구 서린동 111번지 1호 인주빌딩 606호","서울특별시 종로구 종로 22 606호 (서린동 인주빌딩)","03188","참약국","20150723151952","I","2018-08-31 23:59:59.0","","198130.982574569    ","451955.795979598    ","약국","20000612"
"3000000","PHMD119773000034084000001","20080502","","01","영업/정상","13","영업중","","","","","02-745-6678","","110840","서울특별시 종로구 창신동 303번지 명제빌딩 지하1층","서울특별시 종로구 종로 335-1 지하1층 (창신동 명제빌딩)","03104","믿음약국","20150723152221","I","2018-08-31 23:59:59.0","","201223.533789596    ","452304.752922139    ","약국","20080502"
"3000000","PHMD119773000034084000002","19990227","","01","영업/정상","13","영업중","","","","","02-747-3443","","","서울특별시 종로구 명륜동1가 16-31","서울특별시 종로구 성균관로 56-1 (명륜1가)","03069","명륜시장약국","20130606102444","I","2018-08-31 23:59:59.0","","199648.791361407    ","453932.166381959    ","약국","19990227"
"3000000","PHMD119773000034084000003","19970117","20130311","03","폐업","03","폐업","20130311","","","","02-739-5136","","","서울특별시 종로구 교북동 83-1","","","꿈이있는약국","20130311103647","I","2018-08-31 23:59:59.0","","","","약국","19970117"
"3000000","PHMD119773000034084000004","19771216","20110816","03","폐업","03","폐업","20110816","","","","02-763-1725","","","서울특별시 종로구 재동 106-4","","","재동약국","20110816104813","I","2018-08-31 23:59:59.0","","","","약국","19771216"
"3000000","PHMD119793000034084000001","20061031","20131112","03","폐업","03","폐업","20131112","","","","02-730-0737","","","서울특별시 종로구 평동 15-4","서울특별시 종로구 경교장1길 2 (평동)","110102","서대문대학약국","20131112160936","I","2018-08-31 23:59:59.0","","196919.482857333    ","451706.744982163    ","약국","20061031"
"3000000","PHMD119793000034084000002","19900406","20130326","03","폐업","03","폐업","20130326","","","","02-762-4300","","","서울특별시 종로구 종로5가 6-4 (3층)","서울특별시 종로구 종로 251-1 (종로5가)","110835","화생당약국","20130326113300","I","2018-08-31 23:59:59.0","","200445.854649673    ","452116.500087304    ","약국","19900406"
"3000000","PHMD119793000034084000003","20040901","20140116","03","폐업","03","폐업","20140116","","","","02-3672-0845","","","서울특별시 종로구 창신동 647-16","서울특별시 종로구 창신길 47 (창신동)","110843","창신종로약국","20140116134624","I","2018-08-31 23:59:59.0","","200854.03612958     ","452385.186316144    ","약국","20040901"
"3000000","PHMD119793000034084000004","20031205","20170703","03","폐업","03","폐업","20170703","","","","02-764-9918","","","서울특별시 종로구 혜화동 108-1","서울특별시 종로구 혜화로 2 (혜화동)","03076","건강약국","20170703102152","I","2018-08-31 23:59:59.0","","200009.198855806    ","453752.884670275    ","약국","20031205"
"3000000","PHMD119793000034084000005","20050526","","01","영업/정상","13","영업중","","","","","02-763-3237","","","서울특별시 종로구 종로6가 127-1","서울특별시 종로구 종로41길 4 (종로6가)","03124","종로세란약국","20161110160356","I","2018-08-31 23:59:59.0","","200537.031717848    ","452131.345255265    ","약국","20050526"
"3000000","PHMD119803000034084000001","20080303","","01","영업/정상","13","영업중","","","","","02-743-2062","","110540","서울특별시 종로구 창신동 25번지 4호","서울특별시 종로구 지봉로 61 1층 (창신동)","03103","성심약국","20140206173009","I","2018-08-31 23:59:59.0","","201296.894098318    ","452581.682223244    ","약국","20080303"
"3000000","PHMD119803000034084000002","19680110","","01","영업/정상","13","영업중","","","","","02-738-8816","","110053","서울특별시 종로구 내자동 180번지","서울특별시 종로구 사직로12길 26 (내자동)","","민약국","20110118163814","I","2018-08-31 23:59:59.0","","197356.645348297    ","452516.581068896    ","약국","19680110"
"3000000","PHMD119803000034084000003","19850106","","01","영업/정상","13","영업중","","","","","02-742-4816","","","서울특별시 종로구 명륜동 3가 2-3","서울특별시 종로구 성균관로 53 (명륜3가)","03071","동호약국","20130606101628","I","2018-08-31 23:59:59.0","","199616.485901108    ","453902.575661941    ","약국","19850106"
"3000000","PHMD119803000034084000004","20030602","20150603","03","폐업","03","폐업","20150603","","","","02-3672-3672","","","서울특별시 종로구 원남동 133-1","서울특별시 종로구 창경궁로 162 (원남동)","110450","대학약국","20150603173550","I","2018-08-31 23:59:59.0","","199704.625106697    ","452722.595266275    ","약국","20030602"
"3000000","PHMD119803000034084000005","19841024","","01","영업/정상","13","영업중","","","","","02-764-5968","","110370","서울특별시 종로구 묘동 190번지 1호   103호","서울특별시 종로구 돈화문로 35-1 103호 (묘동)","","새성은약국","20200310170929","U","2020-03-12 02:40:00.0","","199190.851137928    ","452155.029925614    ","약국","19841024"
"3000000","PHMD119803000034084000006","20040302","","01","영업/정상","13","영업중","","","","","02-6326-2007","","110053","서울특별시 종로구 내자동 26번지 한빛빌딩 1층","서울특별시 종로구 사직로 107 1층 (내자동 한빛빌딩)","03041","내자약국","20200302103750","U","2020-03-04 02:40:00.0","","197348.44253811     ","452671.549044338    ","약국","20040302"
"3000000","PHMD119803000034084000007","19920801","20151001","03","폐업","03","폐업","20151001","","","","02-2264-1177","","","서울특별시 종로구 종로5가 182-22","서울특별시 종로구 종로 224 (종로5가)","03196","일신약국","20151001131106","I","2018-08-31 23:59:59.0","","200151.556961133    ","452051.387578804    ","약국","19920801"
"3000000","PHMD119813000034084000001","19751001","","01","영업/정상","13","영업중","","","","","02-395-9944","","","서울특별시 종로구 홍지동 99-3","서울특별시 종로구 자하문로 306 (홍지동)","03017","세검약국","20130318143305","I","2018-08-31 23:59:59.0","","196316.701619379    ","455270.595139855    ","약국","19751001"
"3000000","PHMD119813000034084000002","19990527","20150323","03","폐업","03","폐업","20150323","","","","02-379-9920","","","서울특별시 종로구 구기동 95-27","서울특별시 종로구 진흥로 456 (구기동)","110803","예은약국","20150323132806","I","2018-08-31 23:59:59.0","","196261.784318902    ","456061.273724198    ","약국","19990527"
"3000000","PHMD119823000034084000001","20051230","20090121","03","폐업","03","폐업","20090119","","","","02-2265-6924","","","서울특별시 종로구 종로4가 182","","","국제약국","20090121083613","I","2018-08-31 23:59:59.0","","","","약국","20051230"
"3000000","PHMD119843000034084000001","19911113","20110413","03","폐업","03","폐업","20110117","","","","02-762-0877","","","서울특별시 종로구 낙원동 210","","","낙원약국","20110413180516","I","2018-08-31 23:59:59.0","","","","약국","19911113"
"3000000","PHMD119843000034084000002","19681115","","01","영업/정상","13","영업중","","","","","02-765-0473","","","서울특별시 종로구 돈의동 103-68","서울특별시 종로구 돈화문로9가길 20 (돈의동)","03139","진약국","20130606101715","I","2018-08-31 23:59:59.0","","199139.803772434    ","452209.328979395    ","약국","19681115"
"3000000","PHMD119843000034084000003","20061009","20100819","03","폐업","03","폐업","20100819","","","","02-745-0130","","","서울특별시 종로구 원남동 127-5","","","원남대학약국","20100819173515","I","2018-08-31 23:59:59.0","","","","약국","20061009"
"3000000","PHMD119843000034084000004","20061226","20081124","03","폐업","03","폐업","20081001","","","","02-2198-5333","","","서울특별시 종로구 수송동 58 두산위브파빌리온 207호","","","푸른소나무약국","20081124160204","I","2018-08-31 23:59:59.0","","","","약국","20061226"
"3000000","PHMD119853000034084000001","19800625","20140128","03","폐업","03","폐업","20140128","","","","02-736-5525","","","서울특별시 종로구 무악동 67-2","서울특별시 종로구 통일로 262 (무악동)","110814","나라약국","20140128154828","I","2018-08-31 23:59:59.0","","196132.751817734    ","452580.254196764    ","약국","19800625"
"3000000","PHMD119863000034084000001","20071019","","03","폐업","03","폐업","20191230","","","","02-741-0370","","","서울특별시 종로구 연건동 32-2","서울특별시 종로구 대학로 93 (연건동)","03082","함춘약국","20191230150239","U","2020-01-01 02:40:00.0","","200161.23922300000  ","453338.63241300000  ","약국","20071019"
"3000000","PHMD119873000034084000001","19931210","20110328","03","폐업","03","폐업","20110328","","","","02-744-7816","","","서울특별시 종로구 연지동 206","","","재영약국","20110328181847","I","2018-08-31 23:59:59.0","","","","약국","19931210"
"3000000","PHMD119873000034084000002","19960918","","01","영업/정상","13","영업중","","","","","02-725-1490","","","서울특별시 종로구 적선동 100-1  경복빌딩 103호","서울특별시 종로구 자하문로2길 4 103호 (적선동 경복빌딩)","03044","옥인온누리약국","20130606102345","I","2018-08-31 23:59:59.0","","197538.542807564    ","452679.892786314    ","약국","19960918"
"3000000","PHMD119883000034084000001","19791013","","01","영업/정상","13","영업중","","","","","02-763-3248","","","서울특별시 종로구 명륜4가 144","서울특별시 종로구 대학로9길 37 (명륜4가)","03079","정민약국","20130318164506","I","2018-08-31 23:59:59.0","","199929.911959895    ","453296.399822007    ","약국","19791013"
"3000000","PHMD119883000034084000002","19940711","","01","영업/정상","13","영업중","","","","","02-2274-1311","","","서울특별시 종로구 종로5가 193-2021","서울특별시 종로구 종로 230-1 (종로5가)","03196","종근당약국","20200310170623","U","2020-03-12 02:40:00.0","","200222.040360666    ","452054.493221716    ","약국","19940711"
"3000000","PHMD119883000034084000003","19870813","","03","폐업","03","폐업","20190610","","","","02-737-2870","","","서울특별시 종로구 신문로1가 33","서울특별시 종로구 새문안로 85 (신문로1가)","03182","새명성약국","20190610173417","U","2019-06-12 02:40:00.0","","197643.965207382    ","452015.02340447     ","약국","19870813"
"3000000","PHMD119883000034084000004","19900326","20110325","03","폐업","03","폐업","20110323","","","","02-733-7574","","","서울특별시 종로구 청진동 41-2","","","수송약국","20110325095116","I","2018-08-31 23:59:59.0","","","","약국","19900326"
"3000000","PHMD119883000034084000005","19850904","","01","영업/정상","13","영업중","","","","","02-738-9179","","","서울특별시 종로구 옥인동 170-34","서울특별시 종로구 옥인길 32-5 (옥인동)","03034","우리약국","20130321165810","I","2018-08-31 23:59:59.0","","196996.645492903    ","453200.309483888    ","약국","19850904"
"3000000","PHMD119893000034084000001","20070618","20110914","03","폐업","03","폐업","20110914","","","","02-764-5605","","","서울특별시 종로구 창신동 315-1","","","국민약국","20110914164904","I","2018-08-31 23:59:59.0","","","","약국","20070618"
"3000000","PHMD119893000034084000002","19920508","20170619","03","폐업","03","폐업","20170619","","","","02-929-0754","","","서울특별시 종로구 숭인2동 1266번지 1층","서울특별시 종로구 종로 407 1층 (숭인동)","03111","숭인약국","20170619093005","I","2018-08-31 23:59:59.0","","201902.807079609    ","452577.361167222    ","약국","19920508"
"3000000","PHMD119903000034084000001","20050705","20150622","03","폐업","03","폐업","20150622","","","","02-763-8115","","","서울특별시 종로구 종로5가 102-2","서울특별시 종로구 종로 205 (종로5가)","110836","서독약국","20150622132707","I","2018-08-31 23:59:59.0","","199982.481574081    ","452096.334234382    ","약국","20050705"
"3000000","PHMD119903000034084000002","19990706","20150805","03","폐업","03","폐업","20150731","","","","02-763-8855","","","서울특별시 종로구 종로5가 88-7","서울특별시 종로구 종로 213-1 (종로5가)","110835","오가약국","20150805103158","I","2018-08-31 23:59:59.0","","200070.014651415    ","452102.793530572    ","약국","19990706"
"3000000","PHMD119903000034084000003","19900326","20180813","03","폐업","03","폐업","20180813","","","","02-766-1083","","","서울특별시 종로구 종로5가 42-1","서울특별시 종로구 종로 233-1 (종로5가)","03126","백수약국","20180813095509","I","2018-08-31 23:59:59.0","","200259.754525539    ","452113.150872578    ","약국","19900326"
"3000000","PHMD119903000034084000004","20070309","20091023","03","폐업","03","폐업","20091023","","","","02-763-0101","","","서울특별시 종로구 종로6가 115-1","","","영일한약국","20091023112444","I","2018-08-31 23:59:59.0","","","","한약국","20070309"
"3000000","PHMD119903000034084000005","20071009","20131017","03","폐업","03","폐업","20131017","","","","02-2075-7088","","","서울특별시 종로구 종로1가 24번지 르메이에르종로타운I 405-3","서울특별시 종로구 종로 19 405-3호 (종로1가)","110888","르메이에르종로약국","20131017113956","I","2018-08-31 23:59:59.0","","198226.41891500000  ","452367.18397000000  ","약국","20071009"
"3000000","PHMD119913000034084000001","20070813","20090106","03","폐업","03","폐업","20081226","","","","02-2275-9312","","","서울특별시 종로구 종로5가 193-1","","","유한약국","20090106100152","I","2018-08-31 23:59:59.0","","","","약국","20070813"
"3000000","PHMD119913000034084000002","20071224","20120803","03","폐업","03","폐업","20120803","","","","02-2272-0380","","","서울특별시 종로구 예지동 27-2","","","광장약국","20120803170238","I","2018-08-31 23:59:59.0","","","","약국","20071224"
"3000000","PHMD119923000034084000001","19800819","","01","영업/정상","13","영업중","","","","","02-765-4342","","","서울특별시 종로구 낙원동 210번지","서울특별시 종로구 수표로 115 1층 (낙원동)","03140","성당약국","20180409175044","I","2018-08-31 23:59:59.0","","198963.61017739     ","452139.796865021    ","약국","19800819"
"3000000","PHMD119923000034084000002","20040406","20110207","03","폐업","03","폐업","20110206","","","","02-744-2506","","","서울특별시 종로구 창신 3동 23-74","","","드림온누리약국","20110207123411","I","2018-08-31 23:59:59.0","","","","약국","20040406"
"3000000","PHMD119923000034084000003","19750531","","01","영업/정상","13","영업중","","","","","02-762-4636","","","서울특별시 종로구 동숭동 130-65","서울특별시 종로구 동숭길 52 (동숭동)","03085","한독약국","20130606101054","I","2018-08-31 23:59:59.0","","200322.341016105    ","453141.774016418    ","약국","19750531"
"3000000","PHMD119923000034084000004","19940719","","01","영업/정상","13","영업중","","","","","02-2264-1161","","","서울특별시 종로구 종로5가 214-1","서울특별시 종로구 종로 234-1 (종로5가)","03196","백화점약국","20130606102245","I","2018-08-31 23:59:59.0","","200261.371462064    ","452052.440881296    ","약국","19940719"
"3000000","PHMD119923000034084000005","19890214","20110905","03","폐업","03","폐업","20110905","","","","02-744-7301","","","서울특별시 종로구 창신1동 427-12","","","신창약국","20110905143821","I","2018-08-31 23:59:59.0","","","","약국","19890214"
"3000000","PHMD119933000034084000001","20071231","20130102","03","폐업","03","폐업","20130102","","","","02-3676-4000","","","서울특별시 종로구 명륜동4가 95","","","서울종로약국","20130102110651","I","2018-08-31 23:59:59.0","","","","약국","20071231"
"3000000","PHMD119933000034084000002","20040401","20081229","03","폐업","03","폐업","20081229","","","","02-2285-1055","","","서울특별시 종로구 종로5가 138-19 1층","","","새동서약국","20081229132040","I","2018-08-31 23:59:59.0","","","","약국","20040401"
"3000000","PHMD119943000034084000001","19920924","20140310","03","폐업","03","폐업","20140310","","","","02-742-1145","","","서울특별시 종로구 효제동 126-2","서울특별시 종로구 김상옥로 55 (효제동)","110850","임자약국","20140310095655","I","2018-08-31 23:59:59.0","","200272.067691958    ","452378.886792712    ","약국","19920924"
"3000000","PHMD119943000034084000002","19790125","20090115","03","폐업","03","폐업","20090115","","","","02-2275-5205","","","서울특별시 종로구 종로5가 332-6","","","장수약국","20090115171443","I","2018-08-31 23:59:59.0","","","","약국","19790125"
"3000000","PHMD119943000034084000003","20040917","20110228","03","폐업","03","폐업","20110228","","","","02-745-8492","","","서울특별시 종로구 종로5가 36-1","","","종로백제약국","20110228161029","I","2018-08-31 23:59:59.0","","","","약국","20040917"
"3000000","PHMD119943000034084000004","20001229","","01","영업/정상","13","영업중","","","","","02-762-2515","","110460","서울특별시 종로구 연건동 34번지 3호 1층","서울특별시 종로구 대학로 93-3 1층 (연건동)","03082","보광약국","20170710182439","I","2018-08-31 23:59:59.0","","200083.011020794    ","453020.339609285    ","약국","20001229"
"3000000","PHMD119943000034084000005","19920323","","01","영업/정상","13","영업중","","","","","02-763-4386","","","서울특별시 종로구 창신2동 634","서울특별시 종로구 창신길 95 (창신동)","03089","효성약국","20181119094625","U","2018-11-21 02:36:00.0","","200840.8822373      ","452618.366062301    ","약국","19920323"
"3000000","PHMD119953000034084000001","20000203","20140929","03","폐업","03","폐업","20140929","","","","02-766-5462","","","서울특별시 종로구 종로5가 91외 4필지","서울특별시 종로구 종로 211-1 (종로5가)","110835","종로5가미래약국","20140929102550","I","2018-08-31 23:59:59.0","","200040.644470695    ","452102.985729367    ","약국","20000203"
"3000000","PHMD119953000034084000002","19880713","","03","폐업","03","폐업","20200630","","","","02-763-9414","","","서울특별시 종로구 종로4가 3","서울특별시 종로구 종로 199-1 (종로4가)","03130","태약국","20200630100501","U","2019-12-07 00:02:00.0","","199922.163147375","452094.77765856","",""
"3000000","PHMD119963000034084000001","20050218","","01","영업/정상","13","영업중","","","","","02-3672-0305","","","서울특별시 종로구 숭인동 76 롯데캐슬 천지인상가 207호","서울특별시 종로구 종로 347 207호 (숭인동 롯데캐슬천지인상가)","03113","캐슬온누리약국","20130606104241","I","2018-08-31 23:59:59.0","","201359.53353905     ","452395.659064842    ","약국","20050218"
"3000000","PHMD119973000034084000001","20040830","","01","영업/정상","13","영업중","","","","","02-720-0333","","","서울특별시 종로구 평동 180","서울특별시 종로구 새문안로 19 (평동)","03181","푸른온누리약국","20170710184705","I","2018-08-31 23:59:59.0","","197094.551652537    ","451683.728773742    ","약국","20040830"
"3000000","PHMD119973000034084000002","19771110","","01","영업/정상","13","영업중","","","","","02-391-3469","","","서울특별시 종로구 평창동 300-1","서울특별시 종로구 평창문화로 35 (평창동)","03008","경일약국","20130318164239","I","2018-08-31 23:59:59.0","","196860.893154849    ","455863.128343879    ","약국","19771110"
"3000000","PHMD119973000034084000003","19761206","","01","영업/정상","13","영업중","","","","","02-765-4808","","","서울특별시 종로구 낙원동 62","서울특별시 종로구 삼일대로 434 (낙원동)","03133","은성약국","20130314093659","I","2018-08-31 23:59:59.0","","198882.395618489    ","452339.533341108    ","약국","19761206"
"3000000","PHMD119983000034084000001","19950120","20181030","01","영업/정상","13","영업중","","","","","02-2268-4055","","110853","서울특별시 종로구 종로4가 165번지 1호 동흥빌딩","서울특별시 종로구 종로 202-1 (종로4가 동흥빌딩)","03195","동시약국","20181030102104","U","2018-11-01 02:35:55.0","","199952.240592763    ","452032.258639972    ","약국","19950120"
"3000000","PHMD119993000034084000001","19881014","20141126","03","폐업","03","폐업","20141126","","","","02-762-0373","","","서울특별시 종로구 혜화동 109-1","서울특별시 종로구 혜화로 8 (혜화동)","110530","혜화약국","20141126181225","I","2018-08-31 23:59:59.0","","199977.671430146    ","453798.839565391    ","약국","19881014"
"3000000","PHMD119993000034084000002","19801226","20130422","03","폐업","03","폐업","20130422","","","","02-763-7771","","","서울특별시 종로구 종로5가 102-2","서울특별시 종로구 종로 205 (종로5가)","110835","종오약국","20130422101700","I","2018-08-31 23:59:59.0","","199982.481574081    ","452096.334234382    ","약국","19801226"
"3000000","PHMD119993000034084000003","19730210","","01","영업/정상","13","영업중","","","","","02-762-6654","","","서울특별시 종로구 명륜1가 10-22","서울특별시 종로구 명륜길 22 (명륜1가)","03070","보성온누리약국","20140508184859","I","2018-08-31 23:59:59.0","","199547.888288286    ","454013.33417032     ","약국","19730210"
"3000000","PHMD119993000034084000004","19950111","20110408","03","폐업","03","폐업","20110408","","","","02-762-3060","","","서울특별시 종로구 종로5가 52-1","","","엄약국","20110408102505","I","2018-08-31 23:59:59.0","","","","약국","19950111"
"3000000","PHMD119993000034084000005","19940126","","01","영업/정상","13","영업중","","","","","02-764-4868","","","서울특별시 종로구 종로6가 215-56","서울특별시 종로구 종로41길 47 (종로6가)","03125","영화약국","20200424112422","U","2020-04-26 02:40:00.0","","200449.551038573    ","452334.550076414    ","약국","19940126"
"3000000","PHMD119993000034084000006","20030512","","03","폐업","03","폐업","20201029","","","","02-2275-0024","","","서울특별시 종로구 예지동 166-1","서울특별시 종로구 창경궁로11길 3 (예지동)","03194","한일약국","20201029151632","U","2019-10-31 23:07:00.0","","199715.242361235","451926.404165042","",""
"3000000","PHMD120003000034084000001","20010129","20090303","03","폐업","03","폐업","20090302","","","","02-2279-7388","","","서울특별시 종로구 종로6가 272-4외11필지 동대문 종합시장 D동","","","제신약국","20090303095226","I","2018-08-31 23:59:59.0","","","","약국","20010129"
"3000000","PHMD120003000034084000002","19890828","","01","영업/정상","13","영업중","","","","","02-720-5662","","","서울특별시 종로구 적선동 80 현대아케이트38호","서울특별시 종로구 사직로 130 38호 (적선동)","03170","새현대약국","20200310170809","U","2020-03-12 02:40:00.0","","197567.849954354    ","452607.767361081    ","약국","19890828"
"3000000","PHMD120003000034084000003","19670610","20140411","03","폐업","03","폐업","20140411","","","","02-394-0819","","","서울특별시 종로구 홍지동 92-6","서울특별시 종로구 세검정로 236-1 (홍지동)","110816","상명약국","20140411165927","I","2018-08-31 23:59:59.0","","196304.556463811    ","455358.116497827    ","약국","19670610"
"3000000","PHMD120003000034084000004","20071011","20090106","03","폐업","03","폐업","20081219","","","","02-764-8763","","","서울특별시 종로구 종로5가 122-1 2층","","","북성당한약국","20090106100334","I","2018-08-31 23:59:59.0","","","","한약국","20071011"
"3000000","PHMD120003000034084000005","19800725","20101230","03","폐업","03","폐업","20101230","","","","02-745-6366","","","서울특별시 종로구 와룡동 171-1","","","아세아약국","20101230131226","I","2018-08-31 23:59:59.0","","","","약국","19800725"
"3000000","PHMD120003000034084000006","20071009","20110228","03","폐업","03","폐업","20110228","","","","02-2266-8721","","","서울특별시 종로구 종로4가 147","","","개풍한약국","20110228161013","I","2018-08-31 23:59:59.0","","","","한약국","20071009"
